Record_ID,Supplier_ID,Supplier_Name,Supplier_Country,Supplier_Region,Warehouse_Location,Product_Category,Product_Type,SKU,Product_Value_USD,Lead_Time_Days,Order_Quantity,Stock_Level,Reorder_Point,Safety_Stock,Inventory_Turnover,On_Time_Delivery_Rate,Quality_Rating,Defect_Rate_Percent,Supplier_Responsiveness_Score,Supplier_Capacity_Utilization,Financial_Stability_Score,Transportation_Mode,Carrier_Name,Shipping_Time_Days,Customs_Clearance_Time_Days,Transportation_Cost_USD,Geopolitical_Risk_Score,Weather_Risk_Score,Demand_Volatility,Supply_Volatility,Port_Congestion_Level,Supplier_Dependency_Score,Alternative_Suppliers_Available,Single_Source_Risk,Historical_Disruptions_Count,Average_Delay_Days,Contract_Compliance_Rate,Communication_Response_Time_Hours,Total_Annual_Spend_USD,Payment_Terms_Days,Price_Volatility_Percent,Production_Dependency_Level,Customer_Impact_Score,Revenue_At_Risk_USD,Disruption_Risk,Date,Disruption_Probability
SC00368,SUP012,Velocity Suppliers,USA,Latin America,Denver,Industrial Equipment,Finished Good,SKU2572,453148.57,30,1059,163,1898,1356,4.15,80.85,92.51,2.51,70.1,93.3,74.5,Rail,UPS,9,7,39738.82,5.8,2.3,2.9,7.6,8.8,7.8,4,No,4,4.7,73.84,23.9,2696564.86,90,10.9,Critical,0.3,699828.69,1,2024-05-13,39.58
SC00369,SUP005,Asia Sourcing,USA,Asia-Pacific,Chicago,Pharmaceuticals,Semi-Finished,SKU3742,101916.61,50,6159,464,1915,536,7.97,71.95,86.63,3.99,92.9,80.1,87.2,Rail,Kuehne+Nagel,42,2,31641.32,9.2,0.0,5.6,7.5,4.6,0.9,3,Yes,4,2.0,85.36,31.1,149964.87,30,6.84,Medium,4.5,958554.01,1,2025-08-31,53.09
SC00370,SUP039,Velocity Suppliers,USA,Europe,Boston,Raw Materials,Finished Good,SKU9814,39333.84,40,8984,3042,745,880,7.95,70.77,76.96,1.73,63.4,86.4,41.0,Sea Freight,COSCO,4,2,8056.58,0.5,7.2,1.0,2.7,2.8,1.7,0,No,3,3.0,78.37,11.3,835060.13,60,14.73,Low,7.6,596456.11,1,2025-12-03,21.51
SC00371,SUP005,Express Logistics,Vietnam,Latin America,New York,Industrial Equipment,Assembly,SKU9736,54885.11,58,5755,4592,240,1176,5.72,73.4,95.59,6.98,94.6,55.8,73.0,Sea Freight,DB Schenker,18,6,35653.58,5.7,1.7,9.2,5.7,2.3,0.1,0,No,0,14.0,74.83,60.0,3226348.21,45,3.55,Low,5.5,636302.67,1,2025-02-24,45.79
SC00372,SUP044,Global Supplies Inc,USA,North America,Seattle,Raw Materials,Finished Good,SKU1120,14019.8,27,4573,4795,506,1436,5.33,89.85,65.45,0.7,80.0,79.4,91.5,Sea Freight,XPO Logistics,43,3,34028.42,8.5,1.0,1.4,8.9,8.7,5.9,1,No,4,14.5,82.79,25.8,3599035.66,30,6.48,Medium,6.5,849268.75,1,2024-11-23,42.76
SC00373,SUP016,Prime Materials Co,Mexico,North America,Chicago,Food & Beverage,Semi-Finished,SKU2072,51749.27,5,3046,2442,1142,1404,10.85,74.55,72.93,3.9,71.9,83.3,68.4,Rail,UPS,16,2,1709.13,2.4,2.4,2.2,4.8,1.7,8.9,3,No,3,13.5,73.93,29.4,2933874.64,90,13.66,Low,5.2,669890.87,0,2025-04-07,25.94
SC00374,SUP026,Express Logistics,Germany,Asia-Pacific,Denver,Food & Beverage,Semi-Finished,SKU4453,343088.35,58,7825,4798,537,825,5.83,76.95,84.84,5.53,70.6,60.0,40.2,Air Freight,Maersk,33,7,20881.51,8.8,3.8,5.6,9.5,4.3,6.7,2,Yes,13,6.7,90.97,64.5,759384.68,90,5.94,Critical,9.9,732932.62,1,2025-05-04,64.79
SC00375,SUP008,Prime Materials Co,Taiwan,Asia-Pacific,Houston,Pharmaceuticals,Raw Material,SKU4492,40238.38,59,626,2355,1537,130,6.94,80.71,77.3,2.09,77.3,94.0,40.7,Sea Freight,UPS,29,2,16981.04,0.2,4.8,7.6,2.1,1.9,9.8,0,Yes,9,3.4,83.69,36.3,2254756.87,90,16.98,Medium,0.5,234168.69,1,2024-05-16,26.04
SC00376,SUP037,Mega Manufacturing,China,Europe,Denver,Chemicals,Raw Material,SKU7950,162892.94,55,3324,4278,1298,436,4.83,96.96,86.36,4.99,100.0,59.7,65.0,Rail,Maersk,39,6,33635.9,7.3,0.4,6.2,0.7,7.7,0.6,4,No,12,11.6,85.93,39.6,1807719.09,90,12.29,Critical,4.9,371266.92,1,2024-09-23,40.97
SC00377,SUP016,Tech Components Ltd,Thailand,Latin America,Boston,Electronics,Assembly,SKU2702,423213.28,44,1975,4724,1152,282,9.87,71.63,65.84,6.64,68.8,65.7,49.3,Rail,UPS,10,1,11198.72,9.3,9.7,2.3,8.9,4.7,9.0,1,No,7,9.7,74.39,68.9,2503523.65,30,19.3,Medium,0.9,147301.35,1,2024-06-26,60.84
SC00378,SUP038,Express Logistics,Taiwan,Latin America,Phoenix,Food & Beverage,Raw Material,SKU4368,16519.61,19,1863,2557,478,1146,5.97,65.18,69.08,1.52,64.1,81.0,79.9,Sea Freight,COSCO,9,0,29748.16,6.6,7.2,0.0,8.5,3.5,8.1,1,No,1,14.6,74.19,64.0,4358128.72,90,23.71,High,1.6,505765.44,0,2025-12-04,39.84
SC00379,SUP039,Acme Corp,Taiwan,North America,Atlanta,Automotive Parts,Component,SKU9810,408161.9,25,8812,545,1399,643,7.14,67.1,69.45,7.34,83.4,81.9,82.5,Multimodal,UPS,31,5,45703.7,4.4,3.2,7.6,9.9,3.6,3.1,0,No,7,8.8,87.5,13.0,3890514.12,60,2.9,Critical,3.8,455727.4,1,2025-08-30,51.4
SC00380,SUP003,Nexus Logistics,Mexico,North America,Boston,Chemicals,Raw Material,SKU8130,144518.11,51,5897,4719,1095,1197,4.53,96.67,71.62,4.43,79.5,85.0,50.7,Multimodal,Kuehne+Nagel,28,7,39991.22,0.4,3.2,9.9,6.8,8.5,9.7,3,No,0,6.8,99.55,34.6,465748.03,90,8.37,High,1.6,997162.81,1,2024-12-01,28.68
SC00381,SUP040,Asia Sourcing,USA,Europe,Chicago,Automotive Parts,Component,SKU2181,63491.59,13,9308,3835,1885,1133,11.88,87.66,81.08,2.39,81.0,55.6,93.3,Road Transport,UPS,3,0,46112.16,9.2,4.5,8.1,9.4,5.5,2.9,1,No,12,5.9,72.89,70.0,4457030.53,60,7.99,Medium,9.6,611208.65,0,2024-10-15,50.92
SC00382,SUP006,Tech Components Ltd,Vietnam,Europe,New York,Industrial Equipment,Finished Good,SKU3519,349884.9,57,7199,593,472,759,4.91,74.56,91.32,3.45,86.7,92.5,66.5,Rail,UPS,14,9,48936.05,4.7,6.3,4.6,8.3,7.2,8.9,0,Yes,3,4.2,78.57,27.4,2385247.4,30,3.78,Low,9.5,786444.82,1,2024-07-22,44.83
SC00383,SUP027,Express Logistics,Mexico,North America,Phoenix,Raw Materials,Component,SKU1389,316326.71,13,5209,4839,1036,259,9.71,71.2,96.69,2.5,70.7,76.6,48.6,Road Transport,DB Schenker,25,8,1028.17,0.3,1.5,9.0,8.4,9.0,8.8,3,No,2,5.3,96.08,27.4,3732117.62,60,20.26,High,3.4,334014.67,1,2024-03-27,27.29
SC00384,SUP043,Acme Corp,Vietnam,North America,Atlanta,Raw Materials,Assembly,SKU8523,439348.65,14,6744,3804,819,1137,6.27,75.3,94.24,5.8,96.4,73.6,85.9,Road Transport,FedEx,15,2,31325.69,6.9,1.9,4.1,5.7,9.0,7.6,0,No,4,1.9,72.17,14.8,743194.19,30,19.0,Medium,6.4,831545.33,1,2025-02-28,41.46
SC00385,SUP038,Acme Corp,China,Latin America,Los Angeles,Consumer Goods,Semi-Finished,SKU6434,368860.17,56,216,1459,1874,1301,4.06,69.02,71.89,6.37,77.4,99.1,87.4,Multimodal,FedEx,2,2,20935.55,4.8,8.6,5.2,3.8,3.3,5.6,0,No,12,6.9,96.28,9.1,3370061.65,90,12.11,High,5.3,615084.97,1,2025-01-11,47.98
SC00386,SUP037,Asia Sourcing,Japan,Latin America,New York,Pharmaceuticals,Assembly,SKU1620,402723.06,57,2533,3493,1061,511,10.0,97.95,80.44,6.66,65.2,87.0,78.4,Multimodal,UPS,24,3,43062.8,1.2,2.6,4.8,9.3,9.5,1.2,3,Yes,4,0.7,85.73,53.6,1219813.79,45,13.44,Critical,8.2,696992.33,1,2024-07-05,41.6
SC00387,SUP034,Express Logistics,Thailand,Latin America,Boston,Electronics,Assembly,SKU2433,144607.11,30,5563,2601,1130,1111,5.34,92.45,71.98,7.89,89.7,55.9,91.2,Air Freight,DB Schenker,14,0,12964.83,2.1,3.8,4.5,4.3,0.2,5.3,3,Yes,4,3.7,82.25,55.7,2219985.44,60,1.49,Medium,6.3,294430.78,0,2025-02-06,32.57
SC00388,SUP021,Nexus Logistics,Japan,Europe,Houston,Electronics,Assembly,SKU2200,92832.57,45,683,2444,488,152,10.65,81.18,74.26,6.33,85.7,87.8,84.2,Rail,UPS,7,8,49060.96,0.6,8.7,7.8,5.4,3.8,3.6,3,No,11,14.9,79.29,69.8,133471.21,60,13.89,Medium,0.0,548638.39,1,2025-01-21,38.07
SC00389,SUP017,Tech Components Ltd,Mexico,Latin America,New York,Electronics,Assembly,SKU1889,376554.3,39,8686,2672,923,507,11.15,95.27,82.62,4.81,72.6,54.8,92.9,Air Freight,DHL,36,2,30878.54,5.7,6.6,5.3,4.5,9.0,7.9,0,Yes,3,6.5,78.91,55.9,800472.66,45,19.78,Low,7.6,634036.97,1,2025-08-07,35.92
SC00390,SUP014,Quantum Materials,USA,Asia-Pacific,Atlanta,Consumer Goods,Raw Material,SKU3916,404383.2,56,3888,4200,1092,946,10.6,73.73,67.38,2.71,84.9,51.4,66.0,Sea Freight,DB Schenker,24,9,39780.1,6.2,3.4,3.2,5.6,2.7,7.6,1,No,7,13.4,79.17,18.3,505798.44,30,14.35,Medium,7.5,589094.68,0,2024-08-17,44.49
SC00391,SUP043,Euro Distributors,Thailand,Asia-Pacific,Denver,Electronics,Finished Good,SKU5127,495300.05,29,4267,16,471,1145,2.35,90.1,72.64,4.36,68.8,70.2,84.9,Air Freight,Kuehne+Nagel,27,3,4737.18,5.1,6.8,2.6,4.7,2.7,9.1,2,Yes,2,14.3,96.54,3.8,1236733.66,30,6.63,Critical,5.1,915193.71,1,2024-01-22,32.85
SC00392,SUP046,Global Supplies Inc,Taiwan,Latin America,Denver,Food & Beverage,Semi-Finished,SKU2154,209245.75,30,8565,3191,1289,1153,9.87,94.96,97.74,0.33,77.8,99.7,100.0,Sea Freight,Kuehne+Nagel,37,0,9581.17,8.2,0.2,0.4,0.5,3.0,0.1,2,Yes,11,11.6,91.71,71.0,545089.55,90,16.69,Medium,9.0,898272.66,0,2024-01-24,30.88
SC00393,SUP021,Acme Corp,India,Latin America,Denver,Chemicals,Component,SKU4729,189148.95,15,1489,392,682,802,6.11,77.49,81.31,5.96,96.0,58.7,83.5,Road Transport,COSCO,38,3,38040.98,8.6,7.4,5.8,8.8,6.1,8.1,0,Yes,3,19.2,90.09,25.2,3474954.63,60,9.04,Medium,9.1,970984.06,1,2025-07-25,49.86
SC00394,SUP016,Velocity Suppliers,Germany,North America,Boston,Textiles,Component,SKU5237,389324.42,42,8457,424,1135,359,10.74,91.51,80.59,3.57,65.3,83.6,46.9,Rail,XPO Logistics,30,0,1588.33,6.2,4.9,2.3,4.4,4.4,9.4,0,Yes,0,0.4,93.96,23.1,193747.52,30,13.62,Critical,5.2,667428.01,1,2025-10-24,33.95
SC00395,SUP017,Express Logistics,South Korea,North America,Atlanta,Automotive Parts,Finished Good,SKU7678,173697.75,6,9859,571,447,1328,8.38,75.33,65.51,0.16,75.5,58.7,71.1,Air Freight,COSCO,27,4,40935.46,0.1,8.1,1.5,5.9,7.3,7.9,1,No,6,14.8,77.71,65.3,3107815.48,90,12.19,High,6.1,971914.13,1,2025-09-18,19.76
SC00396,SUP026,Euro Distributors,India,Europe,Los Angeles,Automotive Parts,Assembly,SKU7357,465724.88,11,6254,3631,355,1182,10.34,75.46,73.66,0.5,92.8,86.2,75.2,Rail,UPS,39,4,1190.48,7.0,9.5,6.5,1.4,8.9,1.3,3,Yes,0,19.2,88.54,42.5,746503.76,30,9.53,High,10.0,832478.0,1,2025-10-03,22.78
SC00397,SUP009,Euro Distributors,USA,Asia-Pacific,Seattle,Electronics,Assembly,SKU8391,429914.31,22,5520,1120,1270,875,6.99,68.75,95.32,3.1,98.8,75.3,50.5,Road Transport,Maersk,15,6,33027.38,4.2,9.3,6.8,0.0,6.7,0.8,0,Yes,14,17.2,83.8,16.3,4728549.21,45,17.97,Critical,3.0,270832.14,1,2024-08-22,30.74
SC00398,SUP043,Euro Distributors,Mexico,Asia-Pacific,Dallas,Pharmaceuticals,Semi-Finished,SKU7626,217352.04,31,9020,241,653,1135,7.35,80.4,70.76,4.67,78.2,84.0,97.8,Road Transport,FedEx,26,7,18572.15,5.7,9.1,7.5,2.5,2.0,0.2,4,No,1,3.4,93.47,64.1,4668815.66,45,22.1,High,3.2,427435.67,1,2024-04-01,31.68
SC00399,SUP042,Mega Manufacturing,Taiwan,Europe,Dallas,Textiles,Component,SKU8094,376681.18,38,2143,3897,400,1413,3.44,90.54,79.53,3.71,80.3,60.1,50.5,Road Transport,UPS,1,3,30769.0,6.5,5.1,5.0,7.0,9.3,6.3,3,No,10,6.5,79.28,71.5,1166240.36,45,0.13,Medium,1.8,238392.44,1,2025-04-18,45.58
SC00400,SUP020,Tech Components Ltd,Mexico,Latin America,Houston,Consumer Goods,Assembly,SKU6183,378498.72,31,4297,4095,1883,949,9.84,97.91,65.5,4.95,82.9,87.3,50.7,Road Transport,UPS,4,6,34953.55,3.5,3.6,8.9,1.0,2.6,6.3,0,Yes,6,3.4,89.3,7.2,3091385.43,90,23.34,Medium,9.0,4197.16,1,2024-07-22,25.71
SC00401,SUP030,Acme Corp,USA,Latin America,Atlanta,Chemicals,Raw Material,SKU1276,56046.32,21,3596,2279,323,453,6.19,86.13,81.74,3.84,97.3,99.8,94.9,Multimodal,DHL,29,3,17452.52,9.2,4.7,9.4,9.1,1.5,9.9,4,No,0,12.0,96.47,62.2,188626.33,60,12.79,Medium,7.4,188048.75,0,2024-09-25,46.12
SC00402,SUP021,Express Logistics,Japan,Europe,Phoenix,Consumer Goods,Semi-Finished,SKU7381,451763.69,47,878,788,200,1198,7.0,95.21,65.74,5.29,94.3,83.3,67.9,Multimodal,COSCO,1,2,5844.14,1.3,6.9,8.1,2.2,0.9,4.0,1,No,10,14.2,82.06,28.7,4662353.29,45,17.52,Medium,1.1,4060.59,1,2025-12-19,29.71
SC00403,SUP049,Euro Distributors,Thailand,Asia-Pacific,Boston,Textiles,Raw Material,SKU2938,255099.92,48,313,714,1167,972,9.85,93.79,93.69,1.75,66.8,74.7,43.8,Road Transport,Maersk,43,5,3947.47,6.7,8.8,6.4,2.0,5.6,3.3,4,Yes,2,6.3,72.0,38.2,2638787.18,45,21.39,Medium,9.8,719838.46,1,2024-06-21,29.89
SC00404,SUP005,Global Supplies Inc,India,Asia-Pacific,Boston,Chemicals,Raw Material,SKU9762,414096.45,55,3862,4854,1982,1090,7.99,71.07,93.87,0.9,77.5,96.2,75.9,Road Transport,Maersk,22,3,29652.33,0.0,2.1,3.0,1.8,1.1,6.2,0,Yes,12,10.8,85.48,66.0,263954.6,30,11.68,Critical,7.3,425534.3,1,2024-02-20,26.1
SC00405,SUP001,Global Supplies Inc,Vietnam,Latin America,Chicago,Industrial Equipment,Finished Good,SKU1096,163424.55,58,9868,2849,1054,1364,4.01,82.0,92.57,4.77,78.6,50.8,76.1,Air Freight,Maersk,11,2,26272.44,9.2,9.2,9.8,0.1,1.4,8.3,2,Yes,5,13.8,80.38,70.1,1745374.97,45,20.87,Medium,8.5,312574.73,1,2025-02-14,41.43
SC00406,SUP030,Pacific Traders,Taiwan,North America,Denver,Raw Materials,Finished Good,SKU2036,448284.0,28,6831,775,839,1117,7.9,69.09,74.92,3.88,91.6,86.5,43.9,Rail,DHL,10,8,37238.95,1.1,8.2,2.7,7.7,3.0,9.4,0,Yes,5,8.4,90.17,19.6,430404.84,60,4.44,High,0.5,761720.89,1,2025-09-24,34.52
SC00407,SUP040,Euro Distributors,Thailand,Europe,Boston,Chemicals,Raw Material,SKU1745,197654.83,29,3217,4026,390,1277,6.08,88.88,94.3,0.21,84.1,94.4,98.4,Air Freight,DB Schenker,17,4,25731.91,0.9,9.8,2.0,8.8,2.8,8.0,2,Yes,5,17.1,98.53,16.1,1995074.97,90,3.98,Critical,5.0,832486.77,1,2025-03-15,27.79
SC00408,SUP037,Global Supplies Inc,Thailand,Europe,New York,Raw Materials,Finished Good,SKU2189,10364.64,11,5891,2247,1802,1219,6.7,98.25,84.0,3.04,86.2,53.1,72.6,Road Transport,FedEx,36,6,21411.07,3.3,8.8,4.4,6.1,6.0,4.3,1,Yes,10,15.4,84.57,6.7,3366135.39,45,16.44,High,7.0,975299.54,0,2025-09-06,30.9
SC00409,SUP007,Velocity Suppliers,Taiwan,Latin America,Denver,Pharmaceuticals,Raw Material,SKU6860,453164.08,56,8883,78,715,393,2.28,69.8,78.08,0.85,99.9,72.5,73.6,Multimodal,XPO Logistics,26,5,20205.32,3.7,2.8,0.6,1.9,8.2,6.3,1,Yes,12,1.3,83.99,40.9,2375955.04,90,21.75,Medium,5.4,642013.58,1,2024-09-23,33.96
SC00410,SUP005,Quantum Materials,China,Europe,Seattle,Electronics,Assembly,SKU9238,50186.91,10,2820,3926,641,308,4.1,90.69,86.89,4.25,63.0,60.2,71.2,Sea Freight,UPS,21,9,1809.12,2.1,1.1,9.8,2.9,7.6,8.6,3,Yes,1,12.4,89.64,2.0,1949424.76,90,22.31,Medium,6.7,461528.96,0,2024-06-01,19.52
SC00411,SUP035,Quantum Materials,Thailand,Asia-Pacific,Houston,Automotive Parts,Finished Good,SKU2738,163060.25,57,9005,855,342,1466,4.81,87.13,65.43,3.17,68.9,78.3,76.6,Multimodal,XPO Logistics,13,4,17110.08,5.9,1.1,5.9,4.8,2.6,4.9,3,Yes,1,4.7,73.1,30.2,639827.38,60,16.09,Low,8.2,305264.3,0,2024-04-01,37.29
SC00412,SUP014,Acme Corp,Japan,Latin America,New York,Consumer Goods,Raw Material,SKU5748,475280.67,28,9227,2148,1414,1211,9.13,85.43,70.0,4.91,76.3,82.5,55.9,Multimodal,DB Schenker,9,6,48813.0,4.4,2.9,5.6,9.5,2.5,2.2,2,Yes,5,11.2,77.61,6.2,1262448.28,30,13.14,Low,3.7,222318.21,1,2025-01-11,43.45
SC00413,SUP033,Tech Components Ltd,China,Asia-Pacific,New York,Pharmaceuticals,Semi-Finished,SKU5937,475550.54,37,6147,1031,732,917,2.11,78.65,90.98,6.44,73.9,65.1,57.2,Multimodal,UPS,11,5,43741.0,0.3,6.1,6.6,2.5,9.7,1.7,2,No,9,19.1,97.57,29.8,545709.27,30,8.28,Medium,8.5,212925.95,1,2024-06-23,30.13
SC00414,SUP017,Tech Components Ltd,Germany,North America,Seattle,Electronics,Semi-Finished,SKU2417,288851.75,53,8132,4940,426,489,6.09,77.43,73.55,2.4,60.9,73.0,70.7,Sea Freight,Kuehne+Nagel,11,9,16804.21,3.2,8.0,5.0,7.3,0.1,0.0,1,Yes,4,17.6,90.1,3.8,4047118.72,90,24.5,High,1.6,409189.37,1,2025-08-03,38.03
SC00415,SUP009,Velocity Suppliers,Japan,Europe,Chicago,Textiles,Finished Good,SKU5612,317759.42,33,101,3271,1536,424,11.24,66.58,85.93,7.7,63.7,64.0,88.4,Road Transport,XPO Logistics,6,1,29595.87,8.1,9.0,0.3,4.4,8.8,7.2,4,Yes,13,8.1,70.4,60.3,719437.15,45,7.99,Critical,2.7,991786.36,1,2024-04-30,54.85
SC00416,SUP023,Express Logistics,Japan,Europe,Boston,Raw Materials,Semi-Finished,SKU8170,226980.53,47,6468,3576,1852,1039,3.12,72.63,78.48,4.29,87.2,68.5,43.0,Road Transport,XPO Logistics,1,2,42441.19,6.9,6.2,6.1,3.0,2.0,1.1,2,Yes,6,5.8,76.14,15.9,2997098.16,90,18.6,High,0.4,853.7,1,2024-01-15,41.57
SC00417,SUP005,Global Supplies Inc,Mexico,Asia-Pacific,Chicago,Food & Beverage,Component,SKU7249,150139.33,26,2049,4182,1148,988,7.16,65.53,94.92,4.95,95.2,58.0,76.2,Road Transport,UPS,6,1,22343.08,7.2,0.1,7.2,4.6,9.5,2.4,2,No,6,4.7,90.49,24.3,1746565.05,30,13.3,High,3.6,197205.9,1,2025-06-22,43.61
SC00418,SUP016,Prime Materials Co,Mexico,Latin America,Boston,Industrial Equipment,Component,SKU7473,167688.95,30,6832,3456,1525,1280,9.87,85.35,98.33,5.45,80.6,94.3,88.4,Multimodal,UPS,13,2,1388.91,7.0,1.9,4.2,0.7,3.4,3.0,4,No,4,10.7,92.93,62.8,1168593.0,45,15.21,High,3.8,188392.98,0,2025-03-21,33.3
SC00419,SUP024,Global Supplies Inc,China,Latin America,Atlanta,Industrial Equipment,Semi-Finished,SKU1504,337896.64,32,7933,3506,1877,767,11.43,68.7,95.92,5.33,81.6,50.5,49.4,Rail,Maersk,22,0,4188.27,3.1,1.0,7.6,8.0,4.4,5.6,3,No,7,2.3,95.2,54.0,3215368.78,30,9.84,High,8.1,717119.49,1,2025-04-09,43.29
SC00420,SUP019,Asia Sourcing,Germany,Europe,Atlanta,Chemicals,Raw Material,SKU8765,377425.39,54,1017,407,659,732,9.47,95.56,74.47,4.09,70.2,94.1,40.9,Rail,Maersk,31,7,25764.44,1.0,3.6,2.3,2.4,7.1,4.0,3,Yes,9,11.0,78.77,16.6,2312161.43,60,24.12,Critical,6.5,352484.73,1,2025-11-20,28.12
SC00421,SUP011,Pacific Traders,Germany,Asia-Pacific,New York,Raw Materials,Semi-Finished,SKU3561,396831.63,25,3274,2711,1624,676,9.21,83.31,71.8,3.43,90.7,78.6,58.8,Air Freight,DHL,22,5,48487.25,2.7,5.0,2.2,7.3,5.9,6.7,2,No,5,0.0,97.93,6.1,2030720.06,30,14.29,Low,4.4,457260.8,0,2025-05-21,33.69
SC00422,SUP029,Velocity Suppliers,Thailand,North America,New York,Pharmaceuticals,Semi-Finished,SKU9740,395860.98,53,7114,3088,750,236,10.26,89.49,81.61,0.43,90.1,66.6,75.3,Rail,Kuehne+Nagel,37,1,34813.87,8.3,0.4,1.6,0.7,3.2,0.6,3,No,14,6.5,86.59,51.8,2984617.42,45,23.44,Low,6.5,148624.13,0,2024-05-01,38.25
SC00423,SUP035,Velocity Suppliers,Vietnam,Asia-Pacific,Los Angeles,Food & Beverage,Semi-Finished,SKU4602,50147.02,11,189,1668,592,527,6.46,79.38,65.26,0.18,83.5,86.2,48.3,Multimodal,DHL,27,7,4010.35,9.8,3.5,3.7,9.6,5.5,1.2,3,No,4,4.4,90.9,28.7,2481774.76,45,0.19,Critical,0.5,404997.04,1,2024-08-17,44.74
SC00424,SUP046,Velocity Suppliers,USA,Latin America,Seattle,Electronics,Raw Material,SKU3234,249738.05,21,1809,147,1987,711,10.06,84.62,65.9,2.86,68.5,75.4,65.6,Road Transport,COSCO,14,5,9873.36,4.9,1.8,8.5,1.9,7.3,5.0,3,No,3,19.4,87.9,55.4,1552246.83,90,14.32,Critical,1.8,103199.81,1,2025-12-31,25.32
SC00425,SUP020,Prime Materials Co,Germany,Europe,Dallas,Chemicals,Raw Material,SKU7406,33491.59,24,3141,4327,1044,1010,2.08,97.99,84.37,2.67,63.9,75.0,73.1,Rail,Kuehne+Nagel,5,6,38680.5,0.1,6.5,8.3,8.8,0.4,3.4,1,No,6,14.5,73.68,32.6,2817353.37,45,17.93,High,6.3,533043.29,0,2024-07-27,28.35
SC00426,SUP040,Asia Sourcing,China,Europe,Atlanta,Consumer Goods,Component,SKU9941,277016.8,45,205,3897,1430,918,11.25,67.9,83.22,3.1,62.6,55.5,75.9,Sea Freight,Maersk,36,0,42151.27,1.4,4.6,3.8,8.1,0.1,3.0,0,Yes,3,7.0,98.89,25.6,3364017.95,60,18.63,Critical,6.4,97938.37,1,2024-07-14,36.34
SC00427,SUP042,Pacific Traders,USA,Europe,Seattle,Industrial Equipment,Finished Good,SKU5832,223557.6,53,9178,1950,409,240,6.43,73.89,99.81,1.11,83.7,69.5,56.5,Sea Freight,Maersk,32,6,31075.88,3.2,5.0,5.9,9.7,4.6,0.7,2,Yes,4,1.9,73.69,33.0,182131.14,30,22.62,Low,7.7,790508.38,1,2024-09-29,40.94
SC00428,SUP034,Euro Distributors,Taiwan,North America,New York,Industrial Equipment,Component,SKU3360,444413.57,24,8719,365,1338,1206,7.53,92.3,72.06,5.91,93.0,62.1,64.0,Road Transport,Maersk,34,2,32398.95,5.8,4.3,7.2,4.8,1.3,9.0,2,No,4,10.3,77.65,54.1,2356065.06,90,0.11,Medium,4.0,566601.72,1,2024-10-21,36.93
SC00429,SUP001,Euro Distributors,India,North America,Chicago,Consumer Goods,Raw Material,SKU5883,178702.93,58,1995,1674,1960,276,4.55,68.46,74.03,6.86,94.3,50.8,86.7,Rail,FedEx,7,7,1902.7,0.8,9.6,2.4,7.3,6.6,6.9,1,Yes,0,4.3,94.41,65.1,335532.26,90,0.01,Medium,7.2,723967.87,1,2025-05-21,39.43
SC00430,SUP043,Express Logistics,Vietnam,Latin America,New York,Food & Beverage,Raw Material,SKU7113,62948.17,26,6190,4531,845,297,9.43,67.65,68.97,7.51,78.5,68.0,96.5,Multimodal,UPS,42,5,41512.25,9.4,2.1,1.7,3.7,2.1,1.2,0,No,14,10.7,88.56,4.5,972706.8,45,11.81,Medium,6.8,418516.39,1,2025-01-26,55.24
SC00431,SUP036,Velocity Suppliers,Vietnam,Asia-Pacific,Chicago,Chemicals,Raw Material,SKU1182,75780.88,32,8608,4494,1474,723,2.77,77.65,97.11,3.94,91.4,54.5,91.7,Multimodal,XPO Logistics,10,3,39519.62,3.7,5.2,9.7,1.8,4.3,0.7,0,No,0,16.7,95.14,38.2,2824518.23,60,0.73,High,9.6,381491.29,0,2024-05-13,25.24
SC00432,SUP020,Pacific Traders,South Korea,Asia-Pacific,Boston,Food & Beverage,Raw Material,SKU3316,381947.76,44,6182,2546,418,790,10.73,68.23,92.22,5.61,97.9,62.8,73.9,Rail,XPO Logistics,17,7,13322.24,9.1,7.4,6.2,4.4,2.0,9.7,1,No,2,12.3,85.47,3.3,4337635.13,90,24.36,Low,2.2,98208.89,1,2025-03-17,47.97
SC00433,SUP043,Express Logistics,Mexico,Asia-Pacific,Dallas,Consumer Goods,Raw Material,SKU3019,311017.94,53,734,562,606,500,10.28,85.48,93.78,6.84,71.0,54.6,64.6,Air Freight,DB Schenker,30,8,35579.5,7.8,5.6,9.8,1.7,5.5,6.8,4,Yes,14,12.7,81.31,34.3,4419888.11,60,5.55,Medium,5.5,523855.61,1,2024-07-30,49.26
SC00434,SUP007,Velocity Suppliers,Germany,North America,Phoenix,Pharmaceuticals,Raw Material,SKU1684,55055.72,11,2025,3562,1666,570,4.16,72.92,96.6,3.35,75.9,55.0,60.0,Air Freight,XPO Logistics,21,9,11135.3,7.6,9.3,3.4,9.8,1.2,4.2,4,No,13,10.8,97.66,63.9,396222.85,60,11.82,High,6.0,514502.16,1,2025-09-06,52.43
SC00435,SUP009,Velocity Suppliers,Mexico,Europe,Phoenix,Consumer Goods,Assembly,SKU1082,46632.87,5,2156,2489,1826,317,10.09,96.35,83.37,2.48,97.3,60.0,47.5,Sea Freight,Maersk,13,1,2496.34,6.1,3.8,7.0,1.0,0.2,7.0,0,No,10,18.5,71.09,26.7,2124570.18,30,1.53,Medium,10.0,468102.04,1,2024-08-08,25.77
